Comando,NomeCat,IDProduto,CodProd,NomeProd,Peso,Descricao,DescrLonga,DescrURL,URLTarget,Estoque,EstoqueMinimo,Disponivel,ICMS,Custo,Preco,PrecoProm,PrecoB2B,PrecoB2BProm,DataPromInicio,DataPromFim,Lancamento,EmDestaque,ImagemProd,ImagemDet,ImagemAmp,Adicional1,Adicional2,Adicional3,AdicionalD1,AdicionalD2,AdicionalD3,Cores,OrdemProd,IDProdutoPai,RamoProd,MaisProd,DataVencimento,DiasAvisoVencimento,DiasReposicao,IDParceiroProd,DescrHTM,MetaKeywordsProd,MaxParcelasProd,XMLParcelasProd,CodBarrasProd,Embalavel,IsProdutoGrande
"A","Para Clientes",1793668,"tc0001","Troca de Material",200,"Troca de Material, usado para perda ou danificiação do material do cliente.","Troca de Material, usado para perda ou danificiação do material do cliente. Todo o conjunto deverá ser trocado. CD, Roteiro e embalagem.","",False,934,5,True,0,0,45,0,0,0,,,False,False,"suporte90.gif","suporte200.gif","suporte400.gif","","","","","","","",0,,,"",,0,0,,"",,1,0,,True,False
"A","Para Clientes",2774340,"trc0001","Troca de Softwares - Composição Corporal",190,"troca de um software da Terrazul pelo outro.","Troca de um software da Terrazul por outro.","",False,0,0,True,0,0,1450,5,0,0,17/02/2011,02/03/2011,False,False,"CXPHYSICALTEST90.gif","CXPHYSICALTEST200.gif","CXPHYSICALTEST400.gif","","","","","","","",0,,,"",,0,0,13438,"","",5,0,,True,False
"A","Softwares",1185370,"bti23000","Best Training Intelligent - Software para Personal Trainer",190,"O Best Training Intelligent  é um software  que possui os recursos básicos para realização de uma Avaliação Física e Montagem de Treinamento. 
","O Best Training Intelligent oferece vários Relatórios Gráficos para o acompanhamento e evolução de seu aluno. Com certeza esta é uma ferramenta onde o objetivo principal é oferecer à você Personal subsídios  para uma prescrição de atividades bem elaborada.

Acesse aos links abaixo para conhecer a versão Best Training Mais - Top de linha, e nosso comparativo de versões.

<LI><B><A href=""http://www.terrazul.com.br/comparativobestraining.html""><U><FONT color=#ff0000>COMPARATIVO DE VERSÕES</FONT></U></A>
<br>
&nbsp;<LI><A href=""http://www.terrazul.com.br/besttraining.html""><U><FONT color=#ff0000>CONHEÇA A VERSÃO BEST TRAINING MAIS</FONT></U></A></LI></B>
<br>","",False,963,150,True,0,0,352,264,0,0,14/04/2008,31/01/2012,False,True,"CXBESTTRAINING90.gif","CXBESTTRAINING200.gif","CXBESTTRAINING400.gif","","","18470","","","","",0,,594,"",,0,0,,"","personal trainer,software de personal trainer,prescrição de exercicios,programa de prescricao de exercicios,software de avaliacao fisica,programa de musculacao,software de avaliacao fisica",3,0,,True,False
"A","Softwares",1175905,"btm70000","Best Training Mais 7.0 - Software para Personal Trainer",190,"O Best Training MAIS contribuirá em seu sucesso proporcionando excelência na administração completa dos dados de seus clientes com periodização, avaliação física, Pagamentos, Prescrição e muito mais.","No Best Training Mais você encontra o melhor da Avaliação Física com Composição Corporal protocolos para Adultos, Idosos , Crianças e Adolescentes, Testes Cardiorrespiratórios, Neuromotores, Flexibilidade, Análise Postural  com inserção de fotos;  Periodização completa com montegam  de Macrociclo, Mesociclo e Microciclo; Prescrição de Exercícios com os módulos Cardiorrespiratório, Neuromuscular, Musculação e Flexibilidade; Controle Nutricional; e ainda um setor Administrativo com Controle de hora/aula, Emissão de Boletos,  Gastos Mensais, Contrato de prestação de serviço e uma Agenda para controle de horários e aulas. 

Acesse aos links abaixo para conhecer a versão Best Training Mais - Top de linha, e nosso comparativo de versões.

<LI><B><A href=""http://www.terrazul.com.br/comparativobestraining.html""><U><FONT color=#ff0000>COMPARATIVO DE VERSÕES</FONT></U></A>
<br>
&nbsp;<LI><A href=""http://www.terrazul.com.br/besttraining.html""><U><FONT color=#ff0000>CONHEÇA A VERSÃO BEST TRAINING MAIS</FONT></U>","",False,90,50,False,0,0,1100,0,0,0,14/04/2008,01/12/2010,True,True,"CXBESTTRAINING90.gif","CXBESTTRAINING200.gif","CXBESTTRAINING400.gif","","","18469,18470","","","","",2,,7,"",,0,0,,"",,10,0,,True,False
"A","Softwares",1551581,"btm71000","Best Training Mais 7.1 - Software para Personal Trainer",190,"O Best Training MAIS contribuirá em seu sucesso proporcionando excelência na administração completa dos dados de seus clientes com periodização, avaliação física, Pagamentos, Prescrição e muito mais.","No Best Training Mais você encontra o melhor da Avaliação Física com Composição Corporal protocolos para Adultos, Idosos , Crianças e Adolescentes, Testes Cardiorrespiratórios, Neuromotores, Flexibilidade, Análise Postural  com inserção de fotos;  Periodização completa com montagem  de Macrociclo, Mesociclo e Microciclo; Prescrição de Exercícios com os módulos Cardiorrespiratório, Neuromuscular, Musculação e Flexibilidade; Controle Nutricional; e ainda um setor Administrativo com Controle de hora/aula, Emissão de Boletos,  Gastos Mensais, Contrato de prestação de serviço e uma Agenda para controle de horários e aulas. 

Acesse aos links abaixo para conhecer a versão Best Training Mais - Top de linha, e nosso comparativo de versões.

<LI><B><A href=""http://www.terrazul.com.br/comparativobestraining.html""><U><FONT color=#ff0000>COMPARATIVO DE VERSÕES</FONT></U></A>
<br>
&nbsp;<LI><A href=""http://www.terrazul.com.br/besttraining.html""><U><FONT color=#ff0000>CONHEÇA A VERSÃO BEST TRAINING MAIS</FONT></U>","",False,863,10,True,0,862.5,1150,0.01,0,0,01/03/2011,07/02/2012,False,True,"CXBESTTRAINING90.gif","CXBESTTRAINING200.gif","CXBESTTRAINING400.gif","","","18470","","","","",2,,594,"",,0,0,13438,"","",8,0,,True,False
"A","Softwares",1598847,"Kit00009","Best Training Mais 7.1 - Software para Personal Trainer + Trena e Cronômetro (Brinde)",210,"O Best Training MAIS contribuirá em seu sucesso proporcionando excelência na administração completa dos dados de seus clientes com periodização, avaliação física, Pagamentos, Prescrição e muito mais","No Best Training Mais você encontra o melhor da Avaliação Física com Composição Corporal protocolos para Adultos, Idosos , Crianças e Adolescentes, Testes Cardiorrespiratórios, Neuromotores, Flexibilidade, Análise Postural  com inserção de fotos;  Periodização completa com montegam  de Macrociclo, Mesociclo e Microciclo; Prescrição de Exercícios com os módulos Cardiorrespiratório, Neuromuscular, Musculação e Flexibilidade; Controle Nutricional; e ainda um setor Administrativo com Controle de hora/aula, Emissão de Boletos,  Gastos Mensais, Contrato de prestação de serviço e uma Agenda para controle de horários e aulas. 

<LI><B><FONT color=#ff0000>TRENA ANTROPOMÉTRICA + CRONÔMETRO DE BRINDE</FONT></U></A>

<B>POR TEMPO LIMITADO ! </B>
","",False,98,1,False,0,0,1250,1150,0,0,07/07/2008,31/07/2008,True,True,"bestrencal100.jpg","bestrencal200.jpg","bestrencal400.jpg","","","18469,18470","","","","",255,,,"",,0,0,,,,10,0,,True,False
"A","Softwares",1722437,"kit00013","Best Training Mais 7.1 + Banco de Wells (Brinde)",0,"O Best Training MAIS contribuirá em seu sucesso proporcionando excelência em seu atendimento. <LI><B><FONT color=#ff0000>GRÁTIS, BANCO DE WELLS PORTÁTIL</FONT></U></A>","No Best Training Mais você encontra o melhor da Avaliação Física com Composição Corporal protocolos para Adultos, Idosos , Crianças e Adolescentes, Testes Cardiorrespiratórios, Neuromotores, Flexibilidade, Análise Postural  com inserção de fotos;  Periodização completa com montegam  de Macrociclo, Mesociclo e Microciclo; Prescrição de Exercícios com os módulos Cardiorrespiratório, Neuromuscular, Musculação e Flexibilidade; Controle Nutricional; e ainda um setor Administrativo com Controle de hora/aula, Emissão de Boletos,  Gastos Mensais, Contrato de prestação de serviço e uma Agenda para controle de horários e aulas. 

<LI><B><FONT color=#ff0000>GRÁTIS, BANCO DE WELLS PORTÁTIL</FONT></U></A>

<B>POR TEMPO LIMITADO ! </B>","",False,9,2,False,0,0,1390,1150,0,0,24/10/2008,31/10/2008,True,True,"BestBan100.jpg","BestBan200.jpg","BestBan400.jpg","","","18469,18470,18491","","","","",252,,,"phtp0000",,0,0,,,,6,0,,True,False
"A","Softwares",2113505,"btbpnu00","Best Training Mais 7.1 + Body Pro + Physical Nutri",190,"Compre o software de Personal Training Top, e ganhe os softwares de Musculação Body Pro e também o Physical Nutri.","3 SOFTWARES PELO PREÇO DE 1.

Compre o software de Personal Training e ganhe os softwares Body Shape Pro para prescrição de Musculação e o software Physical Nutri, para Nutrição.","",False,64,0,True,0,1150,2027,1150,0,0,20/12/2010,16/03/2012,True,True,"btbdn100.GIF","btbdn200.GIF","btbdn400.GIF","","","18470,32407","","","","",0,,594,"",,0,0,,"","",10,10,,True,False
"A","Softwares",1722446,"kit00014","Best Training Mais 7.1 + Estadiometro Physical (Brinde)",0,"O Best Training MAIS contribuirá em seu sucesso proporcionando excelência em seu atendimento.<LI><B><FONT color=#ff0000>GRÁTIS, ESTADIÔMETRO PROFISSIONAL</FONT></U></A>","Caracteristicas do Estadiômetro:

Alta resistência 
Alta precisão 
Fácil de usar 
Ideal para uso em clínicas, consultórios e academias 
Campo de uso de 0,80 a 2,20 m 
Resolução: em milímetros 
Tolerância: aproximadamente 2 mm em 2,20 m 
Matéria-prima: perfilado em alumínio anodizado 
Possui um pino deslizante 

Garantia de 1 ano 

<b>Não perca essa super promoção, por tempo limitado !</b>","",False,10,2,False,0,0,1390,1150,0,0,24/10/2008,31/10/2008,True,True,"CXBEST_EST100.gif","CXBEST_EST200.gif","CXBEST_EST400.jpg","","","18469,18470,18493","","","","",253,,,"phtp0000",,0,0,,,,6,0,,True,False
"A","Softwares",1185373,"bts30000","Best Training Solutions - Software para Personal Trainer",190,"O Best Training Solutions trabalha com melhor custo benefício, contendo os protocolos mais utilizados para avaliação física, periodização e prescrição completa do treino.","No Best Training Solutions você encontra os principais testes da Avaliação Física com Composição Corporal, Cardiorrespiratório, Neuromotores, Flexibilidade, Análise Postural;  Periodização completa com montegam  de Macrociclo, Mesociclo e Microciclo; Prescrição de Exercícios com os módulos Cardiorrespiratório, Neuromuscular, Musculação e Flexibilidade; Controle Nutricional; e ainda um setor Administrativo com Controle de hora/aula, Emissão de Boletos, Gastos Mensais, Contrato de prestação de serviço e uma Agenda para controle de horários e aulas. 

Acesse aos links abaixo para conhecer a versão Best Training Mais - Top de linha, e nosso comparativo de versões.

<LI><B><A href=""http://www.terrazul.com.br/comparativobestraining.html""><U><FONT color=#ff0000>COMPARATIVO DE VERSÕES</FONT></U></A>
<br>
&nbsp;<LI><A href=""http://www.terrazul.com.br/besttraining.html""><U><FONT color=#ff0000>CONHEÇA A VERSÃO BEST TRAINING MAIS</FONT></U></A></LI></B>
<br>","http://www.terrazul.com.br/besttraining.html",False,4977,0,True,0,0,697,522.75,0,0,15/09/2010,31/01/2012,False,True,"CXBESTTRAINING90.gif","CXBESTTRAINING200.gif","CXBESTTRAINING400.gif","","","18470","","","","",0,,594,"",,0,0,,"","software de personal trainer,programa de personal,software para personal,personal trainer software,programa de musculacao,software de prescricao de exercicios,programa de treinamento",8,0,,True,False
"A","Softwares",1183294,"bsp20000","Body Shape 2.0 Pro - Software de Musculação",190,"O Body Shape Pro é o único software no mercado que possui uma periodização automática totalmente diferenciada para todo tipo de público. Com impressão de 40 colunas (extrato) de treino diário.","<P align=""left""><b>Body Shape,&nbsp; software de periodização na musculação.<br>
</b><br>
· Perímetros <br>
· Composição Corporal<br>
&#9658; Protocolo de Pollock 3 dobras cutâneas <br>
· Metabolismo Basal<br>
· Valor Calórico Total <br>
· Gráficos comparativos do Resultado da Evolução Antropométrica.<br>
TESTES DE FORÇA <br>
TESTES DE RESISTÊNCIA MUSCULAR LOCALIZADA </P>
<LI><B><A href=""http://www.terrazul.com.br/comparativobodyshape.html""><U><FONT color=#ff0000>COMPARATIVO DE VERSÕES</FONT></U></A>
&nbsp;<LI><A href=""http://www.terrazul.com.br/bodyshape.html""><U><FONT color=#ff0000>CONHEÇA A VERSÃO BODY SHAPE PRO</FONT></U></A></LI></B> <br>","",False,980,50,True,0,597,597,447.75,0,0,24/11/2010,31/01/2012,False,False,"Bodysh90.GIF","Bodysh200.GIF","Bodysh400.GIF","","","18471","","","","",0,,594,"",,0,0,,"","Software de musculacao,software de periodizacao automatica,software para personal trainer,software body shape,software da terrazul,software para musculacao localizada,programa de musculacao",5,0,,True,False
"A","Softwares",1185365,"bss20000","Body Shape 2.0 STD - Software de Musculação",190,"O Body Shape Std uma versão básica mas também com periodização automática totalmente diferenciada. Trabalha em geral com público de academias, iniciante, intermediário e avançado.","ANTROPOMETRIA 

·          Perímetros 

·          Composição Corporal
 
                  &#9658; Protocolo de Pollock 3 dobras cutâneas 

·          Metabolismo Basal

·          Valor Calórico Total 

·          Gráficos comparativos do Resultado da Evolução Antropométrica.

 
   
  Supino e Leg Press – Teste de força para calculo da força máxima dos respectivos grupos musculares. Ao cadastrar o valor obtido o sistema calcula classificação do aluno.
 
   
  Adaptado Heyward 6 exercícios – Teste de força de 6 exercícios sendo 3 exercícios para membros superiores e 3 para membros inferiores. O sistema calcula classificação por exercício e também da força geral.","http://www.terrazul.com.br/bodyshape.html",False,177,50,True,0,0,497,248.5,0,0,15/06/2010,31/01/2012,False,True,"Bodysh90.GIF","Bodysh200.GIF","Bodysh400.GIF","","","18471","","","","",0,,594,"",,0,0,,"","",4,0,,True,False
"A","Softwares",1252214,"bsd10000","Body Suply 1.0 - Software de Suplementação Alimentar",190,"Programa para avaliação e prescrição de suplementos.","O software Body Suply é o único software no mercado que sugere suplementos alimentares de acordo com as características do avaliado. É um software de fácil utilização indicado para profissionais da área de Saúde, Lojistas ou mesmo para o consumidor de suplementos.
","",False,53,50,True,0,0,99,80,0,0,23/11/2010,02/02/2012,False,False,"CXBODYSUPLY90.gif","CXBODYSUPLY200.gif","CXBODYSUPLY400.gif","","","18473","","","","",0,,594,"",,0,0,14873,"","Software de suplementos alimentares, programa de suplementacao,programa para nutricionista,software de nutricao,software de avaliacao fisica,programa de avaliacao fisica",5,0,,True,False
"A","Softwares",3116037,"cad40000","CAD 4 - Controle de Acesso Integrado - Software de Administração de Academias - <b>Lançamento</b>",50,"O CAD 4 é sem dúvida o mais moderno e completo sistema para administração de academias com maior controle sobre usuários, compatível com a maioria das catracas online, contas à pagar e muito mais...
","Conheça o software de administração de Academia e faça seu Investimento no tamanho certo !

<b>SEM MENSALIDADE OU ADICIONAIS ! </b>

O CAD é um software composto por três versões, CADII Versão Básica, CADIII Versão Intermediária e CAD4 a versão Completa, com novos relatórios,  Layout, envio por e-mail de todos os relatórios além de muito mais recursos.

Você fará o Investimento do tamanho certo mas para isso, verifique no link ""MAIS INFORMAÇOES"" do lado direito desse anúncio, e veja o conteúdo da versão CAD4 e depois verifique o link “Comparativo de Versões” para conhecer a versão CADII básica e CADIII Intermediária, e o CAD4 Avançada que oferecem custos extremamente accessíveis.

Para mais informações, também atendemos pela nossa Central de Atendimento: 011-32729305","http://www.terrazul.com.br/cad.html",False,451,2,True,0,60,1577,937,0,0,14/09/2011,01/02/2012,True,False,"cad4100.JPG","cad4200.JPG","cad4400.JPG","","","18472","","","","",255,,16,"",,0,0,21666,"","",10,10,,True,False
"A","Softwares",1274711,"cad20000","CAD II - Controle de Acesso Integrado - Software de Administração de Academias",190,"CADII, o melhor investimento para uma administração de clientes simples e completa. Contando com controle de cheques, exames, restrições, vendas de produtos, serviços e muitos outros recursos.","<P align=center><B>Conheça o software de administração de Academia e faça seu Investimento no tamanho certo !</B></P>O CAD é um software composto por duas versões, <B>CADII</b> Versão Básica e <b>CADIII</b> Versão Avançada. 
<P></P>
<P>Você fará o Investimento do tamanho certo mas para isso, verifique no link abaixo o conteúdo da versão <B>CADIII</B> e depois verifique o link <B>“Comparativo de Versões” </B>para conhecer a versão <B>CADII básica e CADIII Avançada</B> que oferecem custos extremamente accessíveis.</P>
<P><LI><B><A href=""http://www.terrazul.com.br/comparativocad.html""><U><FONT color=#ff0000>COMPARATIVO DE VERSÕES</FONT></U></A></P>
<P><LI><A href=""http://www.terrazul.com.br/cad.html""><U><FONT color=#ff0000>CONHEÇA A VERSÃO CADIII - Avançada</FONT></U></A></P>
<P>&nbsp;</P></LI></B>","",False,973,10,False,0,693,797,599,0,0,26/05/2008,03/05/2011,False,True,"CXCADIII90.gif","CADIII200.GIF","CADIII400.GIF","","","18472","","","","",0,,594,"cad10000,adp00000, ton00001",,0,0,13438,"","sistema de administracao de academia,gestao de academia,programa de controle de academia,controle de catraca para academia,software de administracao de academia,controle sua academia",10,0,,True,False
"A","Softwares",1187544,"cad30000","CADIII - Controle de Acesso Integrado - Software de Administração de Academias",190,"O CADIII é sem dúvida o mais moderno e completo sistema para administração de academias com maior controle sobre usuários, compatível com a maioria das catracas online, contas à pagar e muito mais...","<P align=center><B>Conheça o software de administração de Academia e faça seu Investimento no tamanho certo !</B></P>O CAD é um software composto por duas versões, <B>CADII</b> Versão Básica e <b>CADIII</b> Versão Avançada. 
<P></P>
<P>Você fará o Investimento do tamanho certo mas para isso, verifique no link abaixo o conteúdo da versão <B>CADIII</B> e depois verifique o link <B>“Comparativo de Versões” </B>para conhecer a versão <B>CADII básica e CADIII Avançada</B> que oferecem custos extremamente accessíveis.</P>
<P><LI><B><A href=""http://www.terrazul.com.br/comparativocad.html""><U><FONT color=#ff0000>COMPARATIVO DE VERSÕES</FONT></U></A></P>
<P><LI><A href=""http://www.terrazul.com.br/cad.html""><U><FONT color=#ff0000>CONHEÇA A VERSÃO CADIII - Avançada</FONT></U></A></P>
<P>&nbsp;</P></LI></B>","",False,9963,10,True,0,0,1150,1270,0,0,03/11/2010,31/01/2012,False,True,"CXCADIII90.gif","CADIII200.GIF","CADIII400.GIF","","","18472","","","","",0,,594,"ton00001",,0,0,,"","sistema de administracao de academia,gestao de academia,programa de controle de academia,controle de catraca para academia,software de administracao de academia,controle sua academia",8,0,,True,False
"A","Softwares",2109670,"cadptbsp00001","CADIII + Physical Test 2.97 + Body Shape Pró",190,"Informatize sua Academia Agora!
Compre o software de administração de academia CAD3, e ganhe os softwares de Avaliação Física e Musculação","3 SOFTWARES PELO PREÇO DE 1.

Compre o software de Administração de Academia CAD3 e ganhe os softwares PHYSICAL TEST 2.97 para Avaliação Física e BODY SHAPE PRÓ para prescrição de Fichas de Musculação.","",False,71,0,True,0,0,2044,1150,0,0,20/12/2010,16/03/2012,True,True,"cadphybo100.GIF","cadphybo200.GIF","cadphybo400.GIF","","","32407","","","","",0,,594,"",,0,0,,"","",10,0,,True,False
"A","Softwares",1183250,"coc10000","Composição Corporal 1.0 Pro - Software para Composição Corporal",190,"Software desenvolvido pelo Prof Roberto Costa para Avaliação da Composição Corporal. Possui: diversos recursos, protocolos, equações, comparação entre avaliações e resultados em tabelas e gráficos.","Software desenvolvido em parceria com o Prof. Roberto Costa, que auxiliar o profissional fazer a melhor Avaliação da Composição Corporal.

O Software é composto por módulos completos de cálculos: 

* Pesagem Hidrostática - Cálculo do percentual de gordura corporal e etc;

* Bioimpedância - Protocolos específicos para cada grupo – Criança e Adolescentes, Adultos, Obesos, Atletas e até Atletas Universitários;

* Antropometria - Cálculo de IMC e ICQ;

* Equações Preditivas - Genéricas e específicas para cada população – Adultos, Crianças e Adolescentes, Universitários, Idosos, Atletas e Obesos;

* Editor de Fórmulas - Permite ao profissional cadastrar novas equações que melhor atendam suas necessidades para Antropometria ou Bioimpedância;

* Comparativos - Comparação entre avaliações já realizadas, resultados que podem ser impressos em forma de tabela e/ou gráfico, 

Ferramenta que gera qualidade e resultado no trabalho de Avaliação da Composição Corporal.
","http://www.terrazul.com.br/composicao.html",True,59,50,True,0,0,297,222.75,0,0,11/03/2008,31/01/2012,False,False,"CompCorp90.GIF","CompCorp200.GIF","CompCorp400.GIF","","","18476","","","","",0,,594,"",,0,0,,"",,3,0,,True,False
"A","Softwares",1185441,"pet00105","Personal Trainer 2001 - Espanhol",190,"Capaces de adaptarse a sus necesidades operacionales y de un módulo administrativo más ágil, el sistema está haciendo su diferencia en su negocio.","Capacitado para adaptar-se as suas necessidades operacionais e com um modulo administrativo mais otimizado, este sistema estará fazendo a sua diferença em seu negócio.
","http://www.terrazul.com.br/personaltrainer.html",True,100,50,False,0,0,600,0,0,0,,,False,False,"CXPERSONALTRAINER90.gif","CXPERSONALTRAINER200.gif","CXPERSONALTRAINER400.gif","","","18470","","","","",0,,7,"",,0,0,,,,10,0,,True,False
"A","Softwares",1185443,"pet00300","Personal Trainer 2003 - Software de Personal Trainer",190,"Capacitado para adaptar-se as suas necessidades operacionais e com um modulo administrativo mais otimizado, este sistema estará fazendo a sua diferença em seu negócio.
","Capacitado para adaptar-se as suas necessidades operacionais e com um modulo administrativo mais otimizado, este sistema estará fazendo a sua diferença em seu negócio.
","http://www.terrazul.com.br/personaltrainer.html",False,87,50,True,0,0,497,248.5,0,0,14/04/2008,31/01/2012,False,True,"CXPERSONALTRAINER90.gif","CXPERSONALTRAINER200.gif","CXPERSONALTRAINER400.gif","","","18470","","","","",0,,594,"",,0,0,,"",,5,0,,True,False
"A","Softwares",2097105,"PHF10001","Physical Fisio - DEMONSTRATIVO 45 DIAS",190,"O Physical Fisio é um software prático e completo destinado aos Fisioterapeutas. 
Conheça a cópia DEMONSTRATIVA POR 45 DIAS após a instalação.","Com a cópia demonstrativa você poderá conhecer e testar todos os recursos do software por um período de 45 dias.

O Physical Fisio é atualmente o mais prático e completo software na aplicação de testes em Avaliação Fisioterápica. É uma ferramenta imprescindível para os Fisioterapeutas que trabalham com reabilitação, flexibilidade, análise postural, composição corporal e desejam apresentar tecnologia e profissionalismo aos seus pacientes.

O programa possui questionários de acompanhamento, testes de Flexilibilidade (Banco de Wells, Flexiteste, Flexímetro), Análise Postural com Foto, Composição Corporal, Vídeos de Treinamento, Comparativo Fotográfico, Controle de Avaliações, Envio dos Relatórios por e-mail e mais uma série de recursos que irão melhorar ainda mais sua apresentação e acompanhamento dos resultados.
","",False,87,0,True,0,0,45,0,0,0,,,False,False,"fisio100.gif","fisio200.gif","fisio400.gif","","","19687","","","","",0,,594,"",,0,0,,"","",1,0,,True,False
"A","Softwares",2075623,"PHF10000","Physical Fisio - Software de Avaliação Fisioterápica",190,"O Physical Fisio é um software prático e completo destinado aos profissionais da área da Fisioterapia.","O Physical Fisio é atualmente o mais prático e completo software na aplicação de testes em Avaliação Fisioterápica. É uma ferramenta imprescindível para os Fisioterapeutas que trabalham com reabilitação, flexibilidade, análise postural, composição corporal e desejam apresentar tecnologia e profissionalismo aos seus pacientes.

O programa possui questionários de acompanhamento, testes de Flexilibilidade (Banco de Wells, Flexiteste, Flexímetro), Análise Postural com Foto, Composição Corporal, Vídeos de Treinamento, Comparativo Fotográfico, Controle de Avaliações, Envio dos Relatórios por e-mail e mais uma série de recursos que irão melhorar ainda mais sua apresentação e acompanhamento dos resultados.
","",False,972,5,True,0,0,250,187.5,0,0,19/10/2009,31/01/2012,False,False,"fisio100.GIF","fisio200.GIF","fisio400.GIF","","","19687,32407","","","","",0,,594,"",,0,0,,"","",5,0,,True,False
"A","Softwares",1183286,"phf00210","Physical Flex 2003 - Software de avaliação e Flexibilidade",190,"Software completo para analise e avaliação de flexibilidade, com Cadastro de alunos/clientes e movimentos, escolha de grupo de movimentos, relatórios e gráficos.
","Software para analise e avaliação de flexibilidade indicado para profissionais ligados à avaliação física. 

É composto por módulos completos: 

Cadastro 

 * Alunos 
 * Novos Movimentos (+ de 100 movimentos já cadastrados) 
 * Grupo de Movimentos

Avaliação 

* Anamnese 
* Geral 
* Específica para Atletas 
* Escolha do grupo de movimentos 
* Avaliação da Flexibilidade 
* Valor Padrão 
* Valor Obtido pelo avaliado 
* Ficha de Ocorrências 
* Controle de dias para Reavaliação 

Relatórios 

* Ficha de Avaliação 
* Ficha de Anamnese 
* Evolução das Avaliações Indicadas 
* Ficha de Ocorrências 
* Relatório do Grupo

Gráficos 

* Evolução dos Movimentos Indicados 
* Comparativo do Grupo

Com todos esses recursos você garante qualidade e resultado no seu trabalho, diferencial de fidelização do aluno/cliente.
","http://www.terrazul.com.br/physicalflex.html",True,93,50,True,0,0,99,80,0,0,11/03/2008,31/01/2012,False,True,"Cxflex90.GIF","cxflex200.GIF","cxflex400.GIF","","","18475","","","","",0,,594,"",,0,0,,"","",5,0,,True,False
"A","Softwares",1185368,"phn20000","Physical Nutri 2.0 - Software de Nutrição - Nutricionistas",190,"A finalidade deste software é a de propiciar ao Nutricionista a montagem de cardápios de uma maneira mais prática, balanceados e seguros. 

","Apresentação

A finalidade deste software é a de propiciar ao Nutricionista a montagem de cardápios de uma maneira mais prática, balanceados e seguros, disponibilizando aos seus clientes uma apresentação direta, para que possam atingir seus objetivos com uma melhor orientação. As tabelas utilizadas para confecção dos cardápios são do IBGE e Guilherme Franco.

","http://www.terrazul.com.br/physicalnutri.html",True,966,50,True,0,297.75,397,140,0,0,26/05/2008,31/12/2012,False,True,"CXNUTRI90.GIF","CXNUTRI200.GIF","CXNUTRI400.GIF","","","18474,32407","","","","",0,,594,"",,0,0,,"","",4,0,,True,False
"A","Softwares",1180292,"pht28005","Physical Test 2.8 Espanhol - Software de Avaliação Física",190,"Fuera de ejecutar todos los cálculos para una completa evaluación física, el software ofrece la impresión de los relatórios de alto nivel para análises de éstas.","Fuera de ejecutar todos los cálculos para una completa evaluación física, el software ofrece la impresión de los relatórios de alto nivel para análises de éstas. Asi, alcanzamos un alto grado la personalizacón del atendimento. 

Éxito total en vários países, está beneficiando miliares de usuários, tales como: Universidades, Gimnásios, Academias, Clubs, Médicos, Nutricionistas, Personal Trainer y Fisioterapeutas entre otros.
","http://www.terrazul.com.br/produtos.html",False,100,10,False,0,0,300,0,0,0,,,False,False,"CXPHYSICALTEST90.gif","CXPHYSICALTEST200.gif","CXPHYSICALTEST400.gif","","","18469","","","","",0,,7,"",,0,0,,"","Software de avaliação física, programa de avaliacao fisica,sistema de avaliacao fisica,sistema de treinamento fisico,sistema de composicao corporal,software de flexibilidade,physical test",10,0,,True,False
"A","Softwares",1180337,"pht28100","Physical Test 2.81 - Software de Avaliação Física",190,"A versão 2.81 é ideal para profissionais que estão iniciando na avaliação física, e procuram um software com os principais testes e protocolos, acompanha fotos e 6 videos de treinamento.","<P align=center><B>Conheça a família Physical Test, e faça seu Investimento no tamanho certo !</B></P>A Família de softwares Physical Test é composta por 8 versões, iniciando pelas básicas <B>ACAD</B> e <B>2.81</B> depois a intermediaria <B>2.91</B> e com recursos de nível avançado vem a versão <B>3.41</B> seguida pelas top de linha são as <B>4.21, 6.2 e 6.3</B>. 
<P></P>
<P>Você fará o Investimento do tamanho certo mas para isso, verifique nos links abaixo o conteúdo da versão <B>Physical Test 6.3</B> e depois verifique o link <B>“Comparativo de Versões” </B>para conhecer as versões básicas e intermediaria que oferecem custos extremamente accessíveis.</P>
<P><LI><B><A href=""http://www.terrazul.com.br/comparativoPhysicalTest.html""><U><FONT color=#ff0000>COMPARATIVO DE VERSÕES</FONT></U></A></P>
<P><LI><A href=""http://www.terrazul.com.br/physicaltest.html""><U><FONT color=#ff0000>CONHEÇA A VERSÃO PHYSICAL TEST 6.3 - Top de Linha</FONT></U></A></P>
<P>&nbsp;</P></LI></B>","",False,46,10,False,0,297,197,137,0,0,25/03/2009,30/04/2010,False,True,"CXPHYSICALTEST90.gif","CXPHYSICALTEST200.gif","CXPHYSICALTEST400.gif","","","18469","","","","",0,,7,"phtp0000,cro20000,clc40000",,0,0,17691,"","Software de avaliação física, programa de avaliacao fisica,sistema de avaliacao fisica,sistema de treinamento fisico,sistema de composicao corporal,software de flexibilidade,physical test",5,0,,True,False
